ID	TAG	CATEGORY	NOTES / TRANSLATION
9896	サンバイザー		Sun Visor
9897	サンディエゴ(アズールレーン)	©	San Diego (Azur Lane)
9898	サンダー龍子		Thunder Ryuko
9899	サンダース		Sanders
9900	サンダー(ドールズフロントライン)	©	Thunder (Girls' Frontline)
9901	サンダル		Sandals
9902	サンタ女子		Santa Girl
9903	サンタクロース		Santa Claus
9904	サンセットシマー		Sunset Shimmer
9905	サンシャインクリエイション60		Sunshine Creation 60
9906	サンシャインクリエイション		Sunshine Creation
9907	サンオイル		Sun Oil
9908	サロペット		Overalls
9909	サレン(プリコネ)	©	Saren (Princess Connect)
9910	サラーサ(グラブル)	©	Sarasa (Granblue Fantasy)
9911	サラーサ		Sarasa
9912	サラトガ(艦隊これくしょん)	©	Saratoga (Kantai Collection)
9913	サラトガ		Saratoga
9914	サヤ		Saya
9915	サメガール		Shark Girl
9916	サメ		Shark
9917	サムネ		Thumbnail
9918	サマーアードウルフ		Summer Aardwolf
9919	サマルトリアの王子		Prince of Samaltria
9920	サマルトリアの王女		Princess of Samaltria
9921	サバゲー		Airsoft
9922	サナっぱい	tit	Sana oppai
9923	サトノダイヤモンド(ウマ娘)	©	Satono Diamond (Uma Musume)
9924	サディちゃん		Sadie-chan
9925	サッキュバス		Succubus
9926	サッカースピリッツ		Soccer Spirits
9927	サターニャ		Satanya
9928	サタノファニ		Satanophany
9929	サザレ(ポケモン)	©	Sazare (Pokemon)
9930	サグラレ堕メ		Sagurare Fallen
9931	サクラギ・コハル		Sakuragi Koharu
9932	サクナヒメ		Sakunahime
9933	サキュバス荘の大家さん		Landlady of Succubus Manor
9934	サキュバスメイド		Succubus Maid
9935	サキュバスホームステイ		Succubus Homestay
9936	サキュバスクイーン		Succubus Queen
9937	サキュバス(このすば)	©	Succubus (Konosuba)
9938	サキぽよ		Sakipoyo
9939	サウナ		Sauna
9940	サイレント(SlaytheSpire)	©	Silent (Slay the Spire)
9941	サイリ		Sayri
9942	サイボーグ009_		Cyborg 009
9943	サイボーグ		Cyborg
9944	サイバーフォーミュラ		Cyber ​​Formula
9945	サイバーパンク2077		Cyberpunk 2077
9946	サイバーパンク		Cyberpunk
9947	サイドオーダー		Side Order
9948	サイコキ	dick	Psychic Handjob
9949	サイコ		Psycho
9950	サイクロプス		Cyclops
9951	サイクルヘルメット		Cycle Helmet
9952	ゴールドビキニ	swim	Gold Bikini
9953	ゴールデンロア		Golden Roar
9954	ゴールデンパインジュース		Golden Pine Juice
9955	ゴールデングロー(アークナイツ)	©	Goldenglow (Arknights)
9956	ゴーリキー		Gorky
9957	ゴースト(ポケモン)	©	Gastly (Pokemon)
9958	ゴロー(原神)	©	Goro (Genshin Impact)
9959	ゴロー		Goro
9960	ゴルロア		Golroa
9961	ゴルゴプスカバ(けものフレンズ)	©	Gorgops Hippopotamus (Kemono Friends)
9962	ゴム購入		Buying rubber
9963	ゴム着用		Wearing rubber
9964	ゴム手袋		Rubber gloves
9965	ゴム		Rubber
9966	ゴミ箱		Trash Can
9967	ゴミ捨て場		Garbage Dump
9968	ゴミを見るような目		Looking at garbage
9969	ゴミ		Trash
9970	ゴブリン娘		Goblin Girl
9971	ゴブリンライダー		Goblin Rider
9972	ゴブリンスレイヤーの登場人物一覧		List of characters from Goblin Slayer
9973	ゴッドイーター2		God Eater 2
9974	コーナータイム		Corner Time
9975	コードギアス双貌のオズ		Code Geass: Oz the Reflection
9976	コーデリア・エメリー		Cordelia Emery
9977	コンバース		Converse
9978	コンドーム腰簑		Condom loincloth
9979	コン(東京レイヴンズ)	©	Con (Tokyo Ravens)
9980	コン		Kon
9981	コロラド(アズールレーン)	©	Colorado (Azur Lane)
9982	コロマグちゃん		Koromagu-chan
9983	コロッサス(グラブル)	©	Colossus (Granblue Fantasy)
9984	コレ絶対入ってるよね		This definitely has something in it
9985	コルフェン		Corfen
9986	コルニ		Cornie
9987	コリィ・スナイパー		Corey Sniper
9988	コミティア106	event	Comitia 106
9989	コミティア	event	Comitia
9990	コミック真激		Comic Shingeki
9991	コミックミルフ		Comic Milf
9992	コミックマーケット94	event	Comic Market 94
9993	コミックマーケット93	event	Comic Market 93
9994	コミックマーケット85	event	Comic Market 85
9995	コミックマーケット84	event	Comic Market 84
9996	コミックマーケット82	event	Comic Market 82
9997	コミックマーケット79	event	Comic Market 79
9998	コミックマーケット78	event	Comic Market 78
9999	コミックマーケット104	event	Comic Market 104
10000	コミックマーケット100	event	Comic Market 100
10001	コミックマショウ		Comic Mashow
10002	コミックボンボン		Comic Bonbon
10003	コミックトレジャー		Comic Treasure
10004	コミックE×E(エグゼ)	©	Comic E×E (EXE)
10005	コミック1		Comic 1
10006	コミケ78	event	Comiket 78
10007	コハル(アニポケ)	©	Koharu (Anime Pokemon)
10008	コハク(Dr.STONE)	©	Kohaku (Dr.STONE)
10009	コノハ博士		Dr. Konoha
10010	コトブキマコト		Kotobuki Makoto
10011	コップ		Cup
10012	コッコロ		Kokkoro
10013	コックリーシュ		Cock leash
10014	コズミックブレイク		Cosmic Break
10015	コスモス		Cosmos
10016	コスプレ公衆便所		Cosplay Public Toilet
10017	コスプ		Cosplay
10018	ココ・バンディクー		Coco Bandicoot
10019	コケティッシュ		Coquettish
10020	コギト(ポケモン)	©	Cogito (Pokemon)
10021	コウモリ		Bat
10022	コウテイ		Emperor
10023	コウサカ・チナ		Kousaka China
10024	ゲーム画面風		Game screen style
10025	ゲーム機		Game console
10026	ゲームボーイ		Game Boy
10027	ゲーマー		Gamer
10028	ゲート		Gate
10029	ゲンブ(けものフレンズ)	©	Genbu (Kemono Friends)
10030	ゲンガー		Gengar
10031	ゲロ出しゲロ飲み	sca	Vomiting and drinking vomit
10032	ゲロゲロ	sca	Vomit vomit
10033	ゲロイン		Heroine
10034	ゲルド族		Gerudo Tribe
10035	ゲルググ		Gelgoog
10036	ゲップ		Burp
10037	ケヴィン(聖剣伝説3)	©	Kevin (Trials of Mana)
10038	ケンタウロス娘		Centaur girl
10039	ケンタウロス		Centaur
10040	ケロ様		Kero-sama
10041	ケロロ軍曹		Sergeant Keroro
10042	ケルベロス(Helltaker)	©	Cerberus (Helltaker)
10043	ケルシー(アークナイツ)/	©	Kal'tsit (Arknights)
10044	ケルゲレン子		Kerguelenko
10045	ケリ姫スイーツ		Kerihime Sweets
10046	ケモ豆先生		Kemomame Sensei
10047	ケモ娘		Kemomusume
10048	ケモ奴隷		Kemono slave
10049	ケモノ娘		Kemono Girls
10050	ケモノ姉妹		Kemono Sisters
10051	ケモノふれんず		Kemono Friends
10052	ケモセーフ		Kemono safe
10053	ケモストア		Kemono store
10054	ケモぱい	tit	Kemono boobs
10055	ケモっぱい	tit	Kemoppai
10056	ケツァル・コアトル(Fate)	©	Quetzalcoatl (Fate)
10057	ケツァルコアトル		Quetzalcoatl
10058	ケツァぐだ♀		Quetzalcoatl (female)
10059	ケツ		Ass
10060	ケッコンカッコカリ		Temporary marriage
10061	ケッコン(アズールレーン)	©	Kekkon (Azur Lane)
10062	ケイ(トレーナー)	©	Kei (Trainer)
10063	ケイ		Kei
10064	グーラ人		Kune
10065	グロ注意		Warning: Graphic Content
10066	グロマン/子宮脱/ガバマン/BDSM	ryona-	Groman/Uterine Prolapse/Gabaman/BDSM
10067	グロチンポ	dick	Gross Penis
10068	グレープフルーツクロー		Grapefruit Claw
10069	グレートマザー		Great Mother
10070	グレーテル		Gretel
10071	グレアン		Grean
10072	グリース		Grease
10073	グリマス		Grimmas
10074	グリッドマンの下半身担当		Gridman's lower body
10075	グラーフ・ツェッペリン(艦隊これくしょん)	©	Graf Zeppelin (Kantai Collection)
10076	グラーフ・ツェッペリン		Graf Zeppelin
10077	グラヴィラ		Gravira
10078	グランバニア王女		Princess of Granvania
10079	グラン		Gran
10080	グラメル		Gramel
10081	グラマラスグラマー		Glamorous Glamour
10082	グラマラスカバ		Glamorous Kaba
10083	グラベル(アークナイツ)	©	G Label (Arknights)
10084	グラベア		Grabear
10085	グラブル主人公		Granblue Fantasy Protagonist
10086	グラビティフォールズ		Gravity Falls
10087	グラビア		Gravure
10088	グラニ(アークナイツ)	©	Grani (Arknights)
10089	グラナル		Granal
10090	グラジタ		Grajita
10091	グラケット		Gracket
10092	グラアニ		Graani
10093	グッズ		Goods
10094	グダ子		Gudako
10095	グズマ		Guzma
10096	グアム(アズールレーン)	©	Guam (Azur Lane)
10097	クーラードリンク		Queen's Gate
10098	クーネ		Cool Drink
10099	クンニリングス	mouth	Cunnilingus
10100	クロージャ(アークナイツ)	©	Closure (Arknights)
10101	クロリンデ		Chlorinde
10102	クロスホルタービキニ	swim	Cross Halter Bikini
10103	クロエ(プリコネ)	©	Chloe (Princess Connect)
10104	クロエ		Chloe
10105	クレー(原神)	©	Klee (Genshin Impact)
10106	クレマンティーヌ		Clementine
10107	クレベース		Cleveres
10108	クレオパトラ(Fate)	©	Cleopatra (Fate)
10109	クレア・アンドリュース		Claire Andrews
10110	クレア		Claire
10111	クルミ(リコリス・リコイル)	©	Kurumi (Licorice Recoil)
10112	クルシュ		Crusch
10113	クリ肥大化	clit	Clitoris hypertrophy
10114	クリ皮	clit	Clitoris skin
10115	クリ淫紋	clit	Clitoris tattoo
10116	クリ散歩	clit	Clitoris walk
10117	クリ拡張	clit	Clitoris dilation
10118	クリ乳首吸引	clit nip	Clitoris nipple suction
10119	クリーチャー		Creature
10120	クリリード…いやチンリード?	clit dick pierc	Clitoris leash / Penis leash
10121	クリムゾン・タイフーン		Crimson Typhoon
10122	クリフハート		Cliffheart
10123	クリトリス包皮	clit	Clitoris foreskin
10124	クリチラ	clit	Clitoris peek
10125	クリス・モーガン		Chris Morgan
10126	クリスマス2024		Christmas 2024
10127	クリスマス2023		Christmas 2023
10128	クリス(このすば)	©	Chris (Konosuba)
10129	クリカバー	clit	Clit cover
10130	クリオナ	clit	Clit ona
10131	クラ婚		Kura wedding
10132	クランプ		Crump
10133	クラリス(シンデレラガールズ)	©	Clarice (Cinderella Girls)
10134	クララ(トレーナー)	©	Clara (Trainer)
10135	クララ		Clara
10136	クラッシュバンディクー		Crash Bandicoot
10137	クラスに1人いる巨乳シリーズ	tit	The Big-Breasted Girl Series (One in Every Class)
10138	クラス3		Class 3
10139	クラゲ		Jellyfish
10140	クラエア		Kuraea
10141	クラウンピース		Clownpiece
10142	クライムバスターズ		Crime Busters
10143	クムリ先輩		Guten Morgen♡Guten Morgen♡
10144	クパァ		Kupaa
10145	クノイチ		Kunoichi
10146	クトゥルフ神話TRPG		Cthulhu Mythos TRPG
10147	クトゥルフ神話		Cthulhu Mythos
10148	クッパ		Bowser
10149	クソビッチ		Bitch
10150	クスリ漬け		Drug addict
10151	クスリ		Drugs
10152	クシャルダオラ		Kushala Daora
10153	クォーツ		Quartz
10154	クエンシー(勝利の女神:NIKKE)	©	Quency (Goddess of Victory: NIKKE)
10155	クイーンズブレイドリベリオン		Queen's Blade Rebellion
10156	クイーンズゲイト		Queen's Blade Rebellion
10157	ギロチン拘束		King Caesar
10158	ギルモン		Beautiful Suppatenko
10159	ギルベルタ(エンドフィールド)	©	Gilberta (Endfield)
10160	ギルティギアストライヴ		Guilmon
10161	ギルます		Guilty Gear Strive
10162	ギリギリアウト		Just Barely Out
10163	ギョロ目		Buggy Eyes
10164	ギャルピース		Galpeace
10165	ギャラクティカ		Galactica
10166	ギャグハーネス		Gag Harness
10167	ギタリスト		Guitarist
10168	ギザ歯		Jagged Teeth
10169	ギガサイズ		Giga Size
10170	キーロフ		Kirov
10171	キヴォトスゲップ部		Kivotos Burp Club
10172	キンシコウ(けものフレンズ)	©	Golden Snub-nosed Monkey (Kemono Friends)
10173	キンシコウ		Testicle Mosaic
10174	キング・シーザー		King of Fighters
10175	キングオブファイターズ		Golden Monkey
10176	キリコ		Kiriko
10177	キリグバイツ		Kirigbites
10178	キラッ☆		Sparkle☆
10179	キョンシー頼光		Jiangshi Yorimitsu
10180	キョンシー娘		Jiangshi Girl
10181	キョウカ(プリコネ)	©	Kyouka (Princess Connect)
10182	キュービィ		Cubie
10183	キュロク		Kyuroku
10184	キュベレイMk‐Ⅱ		Qubeley Mk-II
10185	キュアロゼッタ		Cure Rosetta
10186	キュアリリアン		Cure Rilian
10187	キュアリズム		Cure Rhythm
10188	キュアマーチ		Cure March
10189	キュアマリン		Cure Marine
10190	キュアホワイト		Cure White
10191	キュアピース		Cure Peace
10192	キュアビート		Cure Beat
10193	キュアヒョウタンヤマ		Cure Hyotanyama
10194	キュアニャミー		Cure Nyami
10195	キュアトヨカワ		Cure Toyokawa
10196	キュアトゥインクル		Cure Twinkle
10197	キュアソード		Cure Sword
10198	キュアサンシャイン		Cure Sunshine
10199	キュアアルカナ・シャドウ		Cure Arcana Shadow
10200	キャンディス(原神)	©	Candice (Genshin Impact)
10201	キャンディス		Candice
10202	キャリア潰し		Career ruiner
10203	キャラ配布(ハニーセレクト2)	©	Character Distribution (Honey Select 2)
10204	キャラ配布		Character distribution
10205	キャラクター		Character
10206	キャメルトゥ		Cameltoe
10207	キャプションに全力で同意		I completely agree with the caption.
10208	キャプションで台無し		The caption ruined it.
10209	キャットガール		Cat Girl
10210	キャッツィバニィ!		Catsy Bunny!
10211	キャッシフスルート		Cassifus Route
10212	キャストリス		Castoris
10213	キャストオフ		Cast Off
10214	キャスター(Fate/EXTRA)	©	Caster (Fate/EXTRA)
10215	キャスカ		Casca
10216	キミの瞳に欲情してる		I'm Lusting After Your Eyes
10217	キノコ		Mushroom
10218	キズナアイ		Kizuna AI
10219	キスショット・アセロラオリオン・ハートアンダーブレード		Kiss-Shot Acerola-Orion Heart-Under-Blade
10220	キサラ		Kisara
10221	キサキ		Kisaki
10222	キカイダー01		Kikaider 01
10223	キアサージ(アズールレーン)	©	Kearsarge (Azur Lane)
10224	ガールズバー		Girls bar
10225	ガーネット		Garnet
10226	ガーター		Garter
10227	ガンダム試作2号機		Gundam Prototype Unit 2
10228	ガンダム戦記		Gundam Chronicles
10229	ガンダムSEEDDESTINY		Gundam SEED DESTINY
10230	ガンダム00		Gundam 00
10231	ガンスリンガー		Gunslinger
10232	ガングロ	guro	Ganguro
10233	ガレージキット		Garage Kit
10234	ガレス(Fate)	©	Gareth (Fate)
10235	ガルーダ		Garuda
10236	ガルチュー		Garchu
10237	ガルガンティア		Gargantia
10238	ガラスの中		Inside the Glass
10239	ガハママ		Gahama Mama
10240	ガチ百合	not_solo yuri sex	Hardcore yuri
10241	ガチレズ	not_solo yuri sex	Hardcore lesbian
10242	ガスタの静寂カーム		Gusta's silence, calm
10243	ガジェットリョナ	ryona	Gadget ryona
10244	ガク痙攣		Shaking convulsions
10245	ガキ犯		Kid perpetrator
10246	ガキに戻ってヤリ直し		Go back to being a kid and start over
10247	ガオー		Grrr
10248	カーリー		Carly
10249	カーリナ		Karlina
10250	カーミラ(水着)	swim ©	Carmilla (swimsuit)
10251	カーミラ(Fate)	©	Carmilla (Fate)
10252	カーミラ		Carmilla
10253	カーマ(水着)	swim ©	Karma (swimsuit)
10254	カーディガン		Cardigan
10255	カーディ(アークナイツ)	©	Cardi (Arknights)
10256	カーセックス		Car sex
10257	カンナ		Kanna
10258	カンタレラ・フィサリア		Cantarella Fissalia
10259	カレンちゃん		Karen-chan
10260	カレラ		Carrera
10261	カレット		Carret
10262	カルロッタ(鳴潮)	©	Carlotta (Narushio)
10263	カルム(トレーナー)	©	Calem (Trainer)
10264	カルデアチアリーディング部		Caldea Cheerleading Club
